type,name_of_the_university,address,zip,state,status,url
State,Netaji Subhas Open University,"DD-26, Salt Lake, Sector-1, Kolkata",700064,West Bengal,2(f) & 12(B),https://www.wbnsou.ac.in
State,Netaji Subhas University of Technology,"Sector 3, Dwarka",110078,Delhi,2(f) & 12(B),https://www.nsut.ac.in
State,Nilamber-Pitamber University,"Madininager, Palamu-822101Jharkhand",,Jharkhand,2(f),http://www.npu.ac.in
State,Nizam's Institute of Medical Sciences,"Punjagutta, Hyderabad",500082,Telangana,2(f),http://www.nims.edu.in
State,North Lakhimpur University,"P.O. KhelmatiLakhimpur,",787031,Assam,2(f),https://nlc.ac.in
State,Nrupathunga University,"Nrupathunga Road, Bengaluru,",,Karnataka,2(f),http://www.nrupathungauniversityblr.ac.in/index.php
State,Odia University,"Satyabdi, Puri",752014,Odisha,2(f),https://odiauniversity.ac.in
State,Odisha State Open University,"G.M. University Campus, Budharaja, Sambalpur",768004,Odisha,2(f),https://www.osou.ac.in
State,Odisha University Of Agriculture & Technology,"Surya Nagar, Bhubaneswar",751003,Odisha,2(f) & 12(B),https://ouat.ac.in
State,Odisha University of Health Sciences,"Sishu Bhawan Square, Bhubaneswar",751009,Odisha,2(f),https://www.ouhs.ac.in
State,Odisha University of Technology and Research,"Kalinga Nagar, Ghatikia, P.O. Mahalaxmi Vihar, Bhubaneswer",751003,Odisha,2(f),https://www.cet.edu.in
State,Osmania University,"Administrative Building Osmania University Campus Hyderabad-500007, Telangana State, India.PIN - 500 007.",500007,Telangana,2(f) & 12(B),https://www.osmania.ac.in
State,P. V. Narsimha Rao Telangana Veterinary University,"Administrative Office, Rajendranagar, Hyderabad",500030,Telangana,2(f),https://www.tsvu.nic.in
State,Palamuru University,"Ayyappa Complex, Opp. Police Head Quarters, Mahabubnagar",509001,Telangana,2(f) & 12(B),http://www.palamuruuniversity.ac.in
State,Pandit Deendayal Upadhyaya Shekhawati University,"Nawalgarh Rd, Katrathal, Sikar",332 001,Rajasthan,2(f),https://shekhauni.ac.in
State,Pandit S N Shukla University,"Nawalpur, Shahdol, M.P.",484001,Madhya Pradesh,2(f) & 12(B),https://ptsnsuniversity.ac.in
State,Pandit Sundarlal Sharma (Open) University,"Koni Birkona Road, Bilaspur, Chhattisgarh, Bilaspur-495001Chhattisgarh",495009,Chhattisgarh,2(f),http://www.pssou.ac.in
State,Panjab University,Sector-14/25Chandigarh,160014,Chandigarh,2(f) & 12(B),http://www.puchd.ac.in
State,Patliputra University,"Kankarbagh Road, Near Rajendra Nagar Terminal, Patna",800020,Bihar,2(f),http://www.ppup.ac.in
State,Patna University,Patna,800005,Bihar,2(f) & 12(B),http://www.patnauniversity.ac.in
State,Periyar University,"Periyar Palkalai Nagar,Salem-11Campus,  Salem- 636 011 (T.N.)",636011,Tamil Nadu,2(f) & 12(B),http://periyaruniversity.ac.in
State,Potti Sreeramulu Telugu University,Lalitakala -KshetramHyderabad-500004,,Telangana,2(f) & 12(B),http://teluguuniversity.ac.in
State,Presidency University,"86/1, College Street, KolkataKolkata",700073,West Bengal,2(f) & 12(B),http://www.presiuniv.ac.in
State,Prof. Rajendra Singh (Rajju Bhaiya) University (Formerly Allahabad State University),"Prayagraj,Mirzapur Road, Naini,Prayagraj",211009,Uttar Pradesh,2(f),https://prsuniv.ac.in
State,Professor Jayashankar Telangana State Agricultural University,"Administrative Office, Rajendranagar, Hyderabad",500030,Telangana,2(f) & 12(B),http://www.pjtsau.edu.in
State,Pt. Bhagwat Dayal Sharma University of Health Sciences,Rohtak-124001Haryana,,Haryana,2(f) & 12(B),https://nan
State,Pt. Ravishankar Shukla University,"Pt. Ravishankar Shukla University, Amanaka G. E. Road Raipur, C.G.Chattisgarh",492010,Chhattisgarh,2(f) & 12(B),http://www.prsu.ac.in
State,Puducherry Technological University,"Pillaichavady, Puducherry",605014,Puducherry,2(f),https://www.ptuniv.edu.in
State,Punjab Agriculture University,Ludhiana,141004,Punjab,2(f) & 12(B),https://www.pau.edu
State,Punjabi University,"Rajpura road,  Patiala",147002,Punjab,2(f) & 12(B),http://www.punjabiuniversity.ac.in
State,Punyashlok Ahilyadevi Holkar Solapur University,"Kegaon, Solapur-Pune National Highway, Solapur-413255, Maharashtra (India)Solapur Pune national HighwayKegaon,Solapur-413255 (Maharashtra)",413255,Maharashtra,2(f) & 12(B),http://su.digitaluniversity.ac
State,Purnea University,Purnea,854301,Bihar,2(f),https://www.purneauniversity.ac.in
State,Rabindra Bharati University,"56A, B.T. ROAD, KOLKATA - 700 050Kolkata - 700 050.",700050,West Bengal,2(f) & 12(B),http://www.rbu.ac.in
State,Rabindranath Tagore University,"Hojai,Hojai district",782435,Assam,2(f),https://www.rtuassam.ac.in
State,Raiganj University,"P.O. Raiganj,Dist. Uttar DinajpurWest Bengal",733134,West Bengal,2(f) & 12(B),http://raiganjuniversity.ac.in
State,Raj Rishi Bhartrihari Matsya University,"abu Shobha Ram Govt. Arts College Campus, Alwar",301001,Rajasthan,2(f),https://www.rrbmuniv.ac.in
State,Raja Mahendra Pratap Singh State University,"Palwal Road, Lodha, Aligarh",202140,Uttar Pradesh,2(f),https://rmpssu.ac.in
State,Raja Mansingh Tomar Music & Arts University,"Mahadaji Chowk, Achaleshwar Marg, Gwalior",474009,Madhya Pradesh,2(f) & 12(B),http://rmtmusicandartsuniversity.com
State,"Raja Shankar Shah University, Chhindwara","Library building of Government Autonomous Post Graduate College,Chhindwara,",480001,Madhya Pradesh,2(f),http://cuc.ac.in
State,Rajasthan Technical University,"Rawat bhata RoadKota-324 010, Rajasthan",,Rajasthan,2(f),http://www.rtu.ac.in
State,Rajasthan University,"J L N Marg, Jaipur",302004,Rajasthan,2(f) & 12(B),https://www.uniraj.ac.in
State,Rajasthan University of Health Sciences,"Kumbha Marg, Pratap Nagar,Sector-18, Tonk Road,Sanganer, Jaipur",302033,Rajasthan,2(f) & 12(B),http://www.ruhsraj.org
State,Rajasthan University of Veterinary & Animal Sciences,"Vijay Bhawan Palace Complex, Veterinary University Road, Bikaner",334001,Rajasthan,2(f) & 12(B),https://rajuvas.org
State,Rajendra University,"Prajna Vihar, Balangir",767002,Odisha,2(f),https://rajendrauniversity.ac.in
State,Rajiv Gandhi Prodoyogiki Vishwavidyalaya,Airport BypassGandhi NagarBhopal (M.P.),462036,Madhya Pradesh,2(f) & 12(B),http://www.rgtu.ac.in
State,Rajiv Gandhi University of Health Science,JayanagarBangalore - 560 041.,,Karnataka,2(f),http://www.rguhs.ac.in
State,Rajiv Gandhi University of Knowledge Technologies,"V. R. Mansions, Kunchanapalli, Guntur District",522501,Andhra Pradesh,2(f) & 12(B),https://www.rgukt.in
State,Rajiv Gandhi University of Knowledge Technology,"RGUKT BASAR, MA:BASAR, DT:NIRMAL, TELANGANA, PIN 504107IIIT-H Campus, GachibowliHyderabad",504107,Telangana,2(f) & 12(B),http://www.rgukt.in
State,Rama Devi Women's University,"Vidya Vihar, Bhoi Nagar, Bhubaneswar",751022,Odisha,2(f) & 12(B),https://rdwu.ac.in
State,Ranchi University,"Ranchi,PIN - 834 008. (JHARKHAND)",,Jharkhand,2(f) & 12(B),http://www.ranchiuniversity.ac.in
State,Rani Awantibai Lodhi Vishwavidyalaya,"Near Central School No-3, Rajghat Road, Sagar",470002,Madhya Pradesh,2(f),https://ralvv.mponline.gov.in
State,Rani Channamma University,"Rani Channamma University, Vidyasangama Campus, Bhutaramanahatti, PB-NH 04,  Belagavi-Karnataka-IndiaP.B Highway,Belagavi",591156,Karnataka,2(f) & 12(B),https://www.ugc.gov.in/universitydetails/www.rcub.ac.in
State,Rani Durgavati Vishwavidyalaya,Jabalpur - 482 001. (M.P),,Madhya Pradesh,2(f) & 12(B),http://www.rdunijbpin.org
State,Rani Rashmoni Green University(formerly West Bengal Green University.),"At the premises of Singur General Degree College, Singur, Hooghly, West Bengal",712409,West Bengal,2(f),http://rrgu.org
State,Rashtrasant Tukadoji Maharaj Nagpur University,"Chhatrapati Shivaji Maharaj Administrative Premises,Ravindranath Tagore Marg,Nagpur",440001,Maharashtra,2(f) & 12(B),https://nagpuruniversity.ac.in
State,Ravenshaw University,Cuttack,753003,Odisha,2(f) & 12(B),https://ravenshawuniversity.ac.in
State,Rayalaseema University,"Nandyala Road,Kurnool",518002,Andhra Pradesh,2(f) & 12(B),https://www.rayalaseemauniversity.ac.in
State,Sambalpur University,"Jyoti Vihar, Burla, Sambalpur",768019,Odisha,2(f) & 12(B),https://www.suniv.ac.in
State,Sampurnanand Sanskrit Vishwavidyalaya,Varanasi - 221 002. (UP),,Uttar Pradesh,2(f) & 12(B),https://www.ssvv.ac.in
State,Sanchi University of Buddhist-Indic Studies,"2nd Floor, Institute of Good Governance & Policy AnalysisBhadbhada Square,Bhopal",462003,Madhya Pradesh,2(f) & 12(B),http://www.sanchiuniv.edu.in
State,Sant Gadge Baba Amravati University,"Camp, ti,Amravati-444602(M.S.)",,Maharashtra,2(f) & 12(B),http://www.sgbau.ac.in
State,Sant Gahira Guru Vishwavidyalaya (formerly Sarguja University),"Sant Gahira Guru VishwavidyalayaSarguja-Ambikapur- Darripara, Hospital Road Ambikapur Distt. Surguja",497001,Chhattisgarh,2(f),https://www.sggcg.in
State,Sardar Beant Singh State University,"Pathankot Road, Bariar, Gurdaspur",143521,Punjab,2(f),http://www.sbssugsp.ac.in
State,Sardar Krushinagar Dantiwada Agricultural University,"Sardarkrushinagar, District: Banaskantha",385506,Gujarat,2(f) & 12(B),http://www.sdau.edu.in
State,Sardar Patel University,"Near Saheed Chowk, Nana Bazar, Vallabh Vidyanagar, Anand, GujaratAnand-388 120. (GUJARAT)",388120,Gujarat,2(f) & 12(B),http://www.spuvvn.edu
State,"Sardar Patel University of Police, Security & Criminal Justice","Opp. Gramin Police line, Mathania Road, Daijar, Jodhpur",342304,Rajasthan,2(f),http://www.policeuniversity.ac.in
State,Sardar Vallabh Bhai Patel University of Agriculture & Technology,"Modipuram, Meerut,  U.P-250110",,Uttar Pradesh,2(f),http://www.svbpmeerut.ac.in
State,Satavahana University,"SATAVAHANA UNIVERSITY, MALKAPUR ROAD, KARIMNAGAR, TELANGANA STATEAndhra Pradesh-505001",505002,Telangana,2(f) & 12(B),http://www.satavahana.ac.in
State,Saurashtra University,Kalavad RoadRajkot Gujarat,360 005,Gujarat,2(f) & 12(B),http://www.saurashtrauniversity.edu
State,Savitribai Phule Pune University,"Ganeshkhind Road,  Pune, Maharashtra, India.Pune",411007,Maharashtra,2(f) & 12(B),http://www.unipune.ac.in
State,Shaheed Bhagat Singh State University,"Moga Road, Firozpur",152001,Punjab,2(f),https://sbssu.ac.in
State,Shaheed Mahendra Karma Vishvidyalaya,"Dharampura 2, Jagdalpur, Distt. Bastar, ChhattisgarhChhattisgarh -494005",494001,Chhattisgarh,2(f),http://www.bvvjdp.ac.in
State,Shaheed Nandkumar Patel Vishwavidyalaya,"Garhumaria, Odisha Road,Raigarh",496001,Chhattisgarh,2(f),https://snpv.ac.in
State,Sher-e-Kashmir University of Agricultural Science & Technology,"Shalimar, srinagar J and K Srinagar-190 001. (J&K)",190025,Jammu and Kashmir,2(f) & 12(B),http://www.skuastkashmir.ac.in
State,Shivaji University,Vidyanagar KolhapurKolhapur - 416 004.,416004,Maharashtra,2(f) & 12(B),http://www.unishivaji.ac.in
State,Shree Sankaracharaya University of Sanskrit,"P.B.No. 14, Kalady District,ErnakulamKalady",,Kerala,2(f) & 12(B),http://www.ssus.ac.in
State,Shree Somnath Sanskrit University,Ta: VeravalDistrict Junagarh,,Gujarat,2(f) & 12(B),https://sssu.ac.in
State,Shri Govind Guru University,"Government Polytechnic Campus, RTO Road, Gadukpur, Godhra, Dist. Panchmahal (Gujarat)-389001 Gadukpur,Godhra,Dist. Panchmahals",389001,Gujarat,2(f),https://sggu.ac.in
State,Shri Jagannath Sanskrit Vishwavidyalaya,"Shikha Rd, Penthakata, Puri",752003,Odisha,2(f) & 12(B),http://www.sjsv.nic.in
State,Shri Mata Vaishno Devi University,"SMVD University, Kakryal, Katra, J&KKatra,J&K",182320,Jammu and Kashmir,2(f) & 12(B),http://www.smvdu.net.in
State,Sibsagar University,"P.O. Joysagar, Dist. Sivasagar",785665,Assam,2(f),https://sibsagaruniversity.ac.in
State,Siddharth University,"Siddharth University Kapilvastu, Siddharth NagarSiddharth Nagar",272202,Uttar Pradesh,2(f),https://www.suksn.edu.in
State,Sidho-Kanho-Birsha University,"Sidho-Kanho-Birsha University, Rachi Road, PO- Sainik School, Dist.- Purulia, PIN-723104, West BengalRanchi Road Campus,Near Sainik School,Purulia",723104,West Bengal,2(f) & 12(B),http://www.skbu.ac.in
State,Sido Kanhu Murmu University,"Dighi Campus, Dumka - Pakur Road, Dumka Dumka,",814110,Jharkhand,2(f) & 12(B),http://skmu.ac.in
State,Smt. Nathibai Damodar Thackersey Women's University,"1,Nathibai Thackersay Rd.Mumbai - 400 020.",,Maharashtra,2(f) & 12(B),http://www.sndt.ac.in
State,Sports University of Haryana,"Near 20th Mile Stone (Biswa-Mile), NH-44, Rai, Sonipat",131029,Haryana,2(f),https://www.suoh.ac.in
State,Sri Dev Suman Uttarakhand Vishwavidyalaya,"Badshahithaul, Tehri Garhwal",249 199,Uttarakhand,2(f),http://sdsuv.ac.in
State,Sri Karan Narendra Agriculture University,"Jobner, District Jaipur",303329,Rajasthan,2(f),https://sknau.ac.in
State,Sri Konda Laxman Telangana State Horticultural University,"Mulugu, Siddipet district, Hyderabad",502279,Telangana,2(f),http://skltshu.ac.in
State,Sri krishnadevaraya University,"Sri Venkateswarpuram,Anantapuram",515003,Andhra Pradesh,2(f) & 12(B),http://skuniversity.ac.in
State,Sri Padmavati Mahila Vishwavidyalayam,"Padmavathi Nagar, Tirupati,  Chittoor (Dist)",517502,Andhra Pradesh,2(f) & 12(B),http://www.spmvv.ac.in
State,Sri Sri Aniruddhdeva Sports University,"DICC BUILDING, 2ND FLOOR, ChabuaNEAR DISTRICT LIBRARY, DISTT. DIBRUGARH, Dibrugarh",786003,Assam,2(f),http://www.sasu.ac.in
State,Sri Venkateswara Institute of Medical Sciences,"Alipiri Road, Tirupati, Chittoor Dist",517507,Andhra Pradesh,2(f) & 12(B),https://svimstpt.ap.nic.in
State,Sri Venkateswara University,Tirupati,517502,Andhra Pradesh,2(f) & 12(B),https://svuniversity.edu.in
State,Sri Venkateswara Vedic University,"Alipiri-Chandragiri Bypass Road, Tirupati, Chittoor Dist",517502,Andhra Pradesh,2(f),http://www.svvedicuniversity.ac.in
State,Sri Venkateswara Veterinary University,"Dr. YSR Bhavan, Tirupati",517502,Andhra Pradesh,2(f) & 12(B),https://www.svvu.edu.in
State,Srimanta Sankaradeva University of Health Sciences,"Narakasur Hilltop, BhangagarhGuwahati",781032,Assam,2(f),http://ssuhs.in
State,Swami Keshwanand Rajasthan Agricultural University,"Beechwal, Sriganganagar Road, Bikaner",334006,Rajasthan,2(f) & 12(B),http://www.raubikaner.org
State,Swami Ramanand Teerth Marathwada University,"Vishnupuri, Nanded",431606,Maharashtra,2(f) & 12(B),http://www.srtmun.org
State,Swarnim Gujarat Sports University,"Commerce College Campus, Opp Youth Hostel, Sector 15, Gandhinagar, Gujarat PTC Building Campus, Gandhinagar",382016,Gujarat,2(f),https://sgsu.gujarat.gov.in
State,T.M. Bhagalpur University,Bhagalpur,,Bihar,2(f) & 12(B),http://www.tmbu.org
State,Tamil Nadu Fisheries University,"Vettar River View Campus, NagapattinamNagapattinam",611002,Tamil Nadu,2(f) & 12(B),http://www.tnfu.org.in/university/wp
State,Tamil Nadu Open University,"No. 577, Anna Salai,Saidapet,Chennai",600015,Tamil Nadu,2(f) & 12(B),https://www.tnou.ac.in
State,Tamil Nadu Physical Education and Sports University,"Melakottaiyur, Sampat Maaligai, college Road, Chennai",600006,Tamil Nadu,2(f) & 12(B),https://www.tnpesu.org
State,Tamil Nadu Teacher Education University,"Gangaiamman koil street, Karapakkam, Chennai,",600097,Tamil Nadu,2(f) & 12(B),http://tnteu.ac.in
State,Tamil University,"Trichy Road, Thanjavur,PIN - 613 005. (T.N.)",,Tamil Nadu,2(f) & 12(B),https://www.tamiluniversity.ac.in
State,Tamilnadu Agricultural University,"Lawley Road, Coimbatore 641003, Tamilnadu",641003,Tamil Nadu,2(f) & 12(B),http://www.tnau.ac.in
State,Tamilnadu Dr. Ambedkar Law University,"Poompozhil,5.Dr.D.G.S. dinakaranSalai, Raja Annamalai Puram,Chennai-600028, (T.N.)",,Tamil Nadu,2(f) & 12(B),https://www.tndalu.ac.in
State,Tamilnadu Dr. M.G.R.Medical University,"NO.69, ANNA SALAI, GUINDY, CHENNAI -600 032Chennai- 600 032.",600032,Tamil Nadu,2(f) & 12(B),https://www.tnmgrmu.ac.in
State,Tamilnadu National Law University,"Navalur Kuttapattu,Srirangam Taluk,Tiruchirapalli",620 009,Tamil Nadu,2(f) & 12(B),https://tnnlu.ac.in
State,Tamilnadu Veterinary & Animal Sciences University,"Tamil Nadu Veterinary and Animal Sciences University, Madhavaram Milk Colony, Chennai-51, Tamil Nadu",600051,Tamil Nadu,2(f) & 12(B),http://www.tanuvas.ac.in
State,Telangana University,"Vil: Nadpally, Suddapally, Mdl: Dichpally, Dist.: NizamabadNizamabad- 503 322Andhra Pradesh",503322,Telangana,2(f) & 12(B),http://www.telanganauniversity.ac.in
State,The Bengal Engineering & Science University,ShibpurHowrah,,West Bengal,2(f),http://www.becs.ac.in
State,THe Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University,"Kadwad, Nagaur Highway Road, Jodhpur,",342037,Rajasthan,2(f),https://dsrrauexam.org
State,The Maharaja Bhupinder Singh Punjab Sports University,"Mohindra Kothi, Near Fountain Chowk, Patiala",147001,Punjab,2(f),https://mbspsu.ac.in/en
State,The National Law University of Meghalaya,"Mayurbhanj Complex, Nongthymmai, Shillong",793014,Meghalaya,2(f),https://www.nlumeg.ac.in
State,The Rajasthan University of Veterinary and Animal Sciences (Jobner) Jaipur,"Jobner, Jaipur",302020,Rajasthan,2(f),https://rajuvas.ac.in
State,The Rajiv Gandhi National University of Law,"Sidhuwal, Bhadson Road, Patiala",147006,Punjab,2(f) & 12(B),http://www.rgnul.ac.in
State,The Sanskrit College and University,Bankim Chaterjee StreetKolkata,700073,West Bengal,2(f),https://www.sanskritcollegeanduniversity.org.in
State,The Tamil Nadu Dr.J Jayalalithaa Music and Fine Arts University,Dr. D.G.S. Dinakaran SalaiChennai,600028,Tamil Nadu,2(f),https://tnjjmfau.in
State,The West Bengal National University of Juridical Science,"Aranya Bhavan,10A LA Blk.,S.L City,Calcutta",,West Bengal,2(f) & 12(B),http://www.nujs.edu
State,The West Bengal University of Health Sciences,"DD-36, Secotor-1 Salt LakeKolkata",700064,West Bengal,2(f) & 12(B),https://wbuhs.ac.in
State,Thiruvalluvar University,"Serkkadu, VelloreVellore DistrictTamil Nadu",632 115,Tamil Nadu,2(f) & 12(B),https://www.tvu.edu.in
State,Thunchath Ezhuthachan Malayalam University,"Vakad po, Vakad, Tirur, Malappuram DistrictVakkad PO,  Tirur,Malappuram",676502,Kerala,2(f) & 12(B),http://malayalamuniversity.edu.in/en
State,Tumkur University,"Tumkur University B H Road, Tumkur, Karnataka, IndiaB.H. Road, Tumkur",572103,Karnataka,2(f) & 12(B),http://www.tumkuruniversity.ac.in
State,U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidhyalaya Evam Go-Anusandhan Sansthan,"College of Veterinary Science and Animal Husbandry, DUVASU, MathuraUttar Pradesh",281001,Uttar Pradesh,2(f),http://www.upvetuniv.edu.in
State,U.P. Rajarshi Tandon Open University,"Shantipuram (Sector-F), Phaphamau, Prayagraj, Uttar Pradesh.(Sector-F)PhaphamauAllahabad-211013",211013,Uttar Pradesh,2(f) & 12(B),http://www.uprtou.ac.in
State,University of Agricultural Sciences Banglore,"GKVK -Campus,Bangalore",560 024,Karnataka,2(f) & 12(B),http://www.uasbangalore.edu.in
State,University of Agricultural Sciences Dharwad,"University of Agricultural Sciences, Dharwad (Karnataka)Dharwad",580005,Karnataka,2(f) & 12(B),http://www.uasd.edu
State,"University of Agricultural Sciences, Mandya","V. C. Farm, Mandya",571405,Karnataka,2(f),https://uasmandya.co.in
State,University of Gour Banga,"Post Office - Mokdumpur, District - Malda,  West Bengal, Pin Code - 732103Distt. Malda",732103,West Bengal,2(f) & 12(B),http://www.ugb.ac.in
State,University of Horticultural Sciences,"NEAR SEMIKERI CROSS, UDYANAGIRI, NAVANAGAR, BAGALKOTNear Seemikeri Cross,Bagalkot",587104,Karnataka,2(f),https://www.uhsbagalkot.edu.in
State,University of Kota,"Swami Vivekananda Nagar, Kota",324005,Rajasthan,2(f) & 12(B),https://www.uok.ac.in
State,University of Ladakh,"Melongthang, Leh-Ladakh near FRL, Leh",194101,Ladakh,2(f),https://uol.ac.in
State,University of Lucknow,"Babuganj,Hasanganj,Lucknow",226007,Uttar Pradesh,2(f) & 12(B),http://www.lkouniv.ac.in
State,University of North Bengal,"PO: North Bengal University, Dist: Darjeeling, West BengalPO North Bengal University,District Darjeeling",734013,West Bengal,2(f) & 12(B),http://www.nbu.ac.in
State,University of Visvesvaraya College of Engineering,"K. R. Circle, Dr Ambedkar Veedhi, Bengaluru",560001,Karnataka,2(f),https://uvce.ac.in
State,Utkal University,"Vani Vihar, Bhubaneshwar",751 004,Odisha,2(f) & 12(B),http://www.utkaluniversity.ac.in
State,Utkal University of Culture,"SANSKRUTI VIHAR, MADANPUR, Bhubaneswar",752054,Odisha,2(f),http://www.uuc.ac.in
State,Uttar Banga Krishi Vishwavidyalaya,"P.O. Pundibari, Dist. Coochbehar, PIN- 736165Cooch Behar, West Bengal-736165",736165,West Bengal,2(f),https://www.ubkv.ac.in
State,Uttar Pradesh University of Medical Sciences,"Saifai,Etawah",206130,Uttar Pradesh,2(f),https://www.upums.ac.in
State,Uttarakhand Ayurved University,"Railway Road, Harrawala, DehradunRajpur RoadDehradun",248001,Uttarakhand,2(f),http://www.uau.ac.in
State,Uttarakhand Open University,"Teenpani Bypass, Rampur Road, HaldwaniPost Office:- Industrial EstateHaldwani (Nainital)",263139,Uttarakhand,2(f) & 12(B),http://www.uou.ac.in
State,Uttarakhand Sanskrit University,"NH-58, BHEL More,  Haridwar-Delhi National Highway,P.O. BahadarabadHaridwar",249 402,Uttarakhand,2(f) & 12(B),https://www.usvv.ac.in
State,Uttarakhand State Sports University,"Haldwani, Uttarakhand",263139,Uttarakhand,2(f),https://www.ugc.gov.in/universitydetails/NA
State,Uttarakhand Technical University,"Uttarakhand Technical University,Suddhowal post office chandan wadi,dehradun Uttarkhandwala, Dehrdun",248007,Uttarakhand,2(f),http://www.uktech.ac.in
State,Vardhman Mahaveer Open University,"Rawatbhata Road, KotaRAJASTHAN",324021,Rajasthan,2(f) & 12(B),http://www.vmou.ac.in
State,Veer Bahadur Singh Purvanchal University,"Shahganj Road, JaunpurPIN-222002   (U.P.)",,Uttar Pradesh,2(f) & 12(B),http://www.vbspu.ac.in/index
State,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry,"VCSG Uttarakhand University of Horticulture & Forestry, Bharsar, Pauri Garhwal , UttarakhandUttrakhand",246123,Uttarakhand,2(f),https://www.uuhf.ac.in
State,Veer Kunwar Singh University,Ara,802301,Bihar,2(f) & 12(B),https://vksu.ac.in
State,Veer Narmad South Gujarat University,"Udhna-Magdalla Road, Surat",395007,Gujarat,2(f) & 12(B),http://www.vnsgu.ac.in
State,Veer Surendra Sai Institute of Medical Science and Research,"Ayuvihar, Burla, Sambalpur",768017,Odisha,2(f) & 12(B),http://www.vimsar.ac.in
State,Veer Surendra Sai University of Technology,"Siddhi Vihar, Burla,  Dist. Sambalpur",768018,Odisha,2(f) & 12(B),http://www.vssut.ac.in
State,Veeranari Chakali Ilamma Women's University,"Koti, Hyderabad",500095,Telangana,2(f),https://www.oucwkoti.ac.in
State,Vesveswaraiah Technological University,"Jnana Sangama,Belgaum",590018,Karnataka,2(f) & 12(B),http://www.vtu.ac.in
State,Vidya Sagar University,"PO. -Vidyasagar UniversityMidnapore-721102,Dist.-paschim Mediripur, (W.B.)",,West Bengal,2(f) & 12(B),http://www.vidyasagar.ac.in
State,Vijayanagara Sri Krishnadevaraya University,"BallariVinayaka Nagar,Contonment,Bellary",583105,Karnataka,2(f) & 12(B),http://www.vskub.ac.in
State,"Vikram Dev University, Jeypore","NH- 26, P.O. Jeypore, Dist. Koraput,",764001,Odisha,2(f),https://www.vikramdevuniversity.ac.in
State,Vikram University,"Ujjain,",456 010,Madhya Pradesh,2(f) & 12(B),http://vikramuniv.ac.in
State,Vikrama Simhapuri University,"kakutur,Venkatachalam (M.D.),Nellore",524324,Andhra Pradesh,2(f) & 12(B),https://vsu.ac.in
State,Vinoba Bhave University,"Hazaribagh,PIN - 825 301. (JHARKHAND)Post Box No.-31",,Jharkhand,2(f) & 12(B),http://www.vbu.co.in
State,Vishvakarma Skills University,"Jawahar Lal Nehru Marg, Mahesh Nagar Phatak, Tilak Nagar, Jaipur",302015,Rajasthan,2(f),https://vsuraj.ac.in
State,West Bengal State University,"Berunanpukuria,Malikapur,Barasat, 24 Parganas(North),Kolkata - 700126Building 10knc, Kolkata-700124",700126,West Bengal,2(f) & 12(B),http://www.wbsubregistration.org
State,West Bengal University of Animal and Fishery Sciences,"37 & 68, ksudiram Bose Sarani, Kolkata-700037",700037,West Bengal,2(f) & 12(B),http://wbuafscl.ac.in
State,"West Bengal University of Teachers, Training, Education Planning and Administration","25/2 & 25/3, Ballygunge Circular RoadKolkata",700019,West Bengal,2(f),https://www.wbuttepa.ac.in
State,Yashwant Rao Chavan Maharashtra Open University,"Dnyangangotri Near Gangapur Dam, Nashik,  Maharashtra(India)Gangapur Dam,Nasik-422222",422222,Maharashtra,2(f) & 12(B),https://www.ycmou.ac.in
State,Yogi Vemana University,"Vemana Puram,Yogi Vemana University Rd,Ganganapalle",516005,Andhra Pradesh,2(f) & 12(B),https://yvu.edu.in
State,Young India Skills University,"ESCI Campus, Gachibowli, Hyderabad",600032,Telangana,2(f),https://yisu.in
